sample_HFS308	sample_HFS309	sample_HFS310	sample_HFS311	sample_HFS312
GSG1	73.2284	73.6998	96.463	88.3754	71.3189
GSG1L	95.8484	113.01	85.7918	74.5289	67.5498
GSG2	1.03869	0.477359	0.441253	1.05373	0.835877
GSK3A	165.617	168.171	177.181	183.169	188.762
GSK3B	18.498084	17.02869	16.3017	16.037908	14.82972
GSKIP	47.3969	72.1879	61.8156	68.321	59.8254
GSN	75.0317	115.339	127.159	86.1055	104.857
GSPT1	71.8196	99.8153	80.1087	94.44582	94.94623
GSPT2	1.21083	3.9253	1.19604	2.46542	1.71353
GSR	62.3308	68.6913	55.9804	61.8677	76.0591
GSS	13.463	13.1848	16.0119	15.2383	13.3447
GSTA4	78.5534	80.4886	80.6454	106.158	76.3448
GSTCD	20.8707	24.0697	23.9098	20.864	20.9341
GSTK1	95.94598	73.73814	93.5202	125.98299	129.2696
GSTM3	0	1.48109	0.462114	0.656569	1.75605
GSTO1	218.245364	176.1724	209.92611	220.286082	183.541712
GSTZ1	25.5044	12.1432	35.2013	29.6982	24.8839
GSX1	4.35902	6.98593	3.66362	2.14492	0.955566
GSX2	0	0	0.306152	0	0
GTDC1	7.325124	7.010294	6.54089	6.974972	7.48885
GTF2A1	6.21995	4.65945	5.15395	3.2904	5.69167
GTF2A2	64.8013	80.5932	80.8047	86.2318	72.9282
GTF2B	21.5447	21.3409	23.5899	23.1781	23.1924
GTF2E1	3.62574	7.74447	5.69386	7.18746	6.37835
GTF2E2	89.967	96.0006	100.646	97.1694	107.609
GTF2F1	107.981	110.96	100.782	115.307	107.57
GTF2F2	16.6186	17.3077	19.6117	17.9147	18.2318
GTF2H1	13.5607	18.4188	13.2379	17.0866	14.9283
GTF2H3	25.402	35.341	25.7382	26.5176	27.7336
GTF2H4	8.74915	7.94192	8.61609	9.41518	6.01545
GTF2H5	186.985	223.947	240.654	269.123	228.546
GTF2I	68.88863	75.68874	60.28921	79.19656	70.15335
GTF2IRD1	22.094	28.7338	23.9316	24.2661	25.228
GTF3A	51.6277	55.1017	59.3652	51.3315	48.3758
GTF3C1	19.9063	22.5159	17.3527	19.8192	23.1899
GTF3C2	15.7172	19.694	15.4384	17.1976	14.6173
GTF3C3	8.01147	7.15586	7.73452	8.93908	7.55704
GTF3C4	36.9199	39.3953	27.2064	31.0672	32.2639
GTF3C5	20.7091	26.8435	17.4433	20.4398	25.2231
GTF3C6	86.8647	74.9291	72.393	82.2563	84.3192
GTPBP1	52.5874	60.8383	46.246	44.2547	52.4749
GTPBP10	10.2382	9.60422	10.963	14.199	12.0482
GTPBP2	26.2949	32.3773	27.9347	31.2703	29.5978
GTPBP3	44.5424	34.013	37.388429	21.155225	34.628358
GTPBP4	23.797	26.7079	27.4061	29.2158	26.5759
GTPBP6	10.5779	14.3152	16.3327	11.7918	16.6387
GTPBP8	5.36381	5.2285	5.68831	4.29961	4.1338
GTSE1	2.31373	3.67652	2.24937	1.97645	1.28577
GTSF1	0	0	2.82896	0	1.34263
GTSF1L	0	0	0	0	0
GUCA1C	0	0	0	0	0
GUCD1	55.46794	48.645181	50.0773	43.999844	53.1358
GUCY1A2	1.5194	1.5389	2.68694	1.73894	1.24502
GUCY1A3	4.35102	2.99151	2.58089	3.86645	4.87902
GUCY1B3	46.1205	46.1167	48.3516	57.2596	66.4906
GUCY2C	0	0	0.0328018	0	0
GUCY2D	0.302159	0.279425	0.154761	0.178177	0.0399181
GUCY2F	0	0	0.174958	0	0.0750334
GUF1	11.2368	12.8181	13.7989	12.4124	15.6735
GUK1	669.248	630.795	611.629	540.356	599.121
GULP1	2.63337	2.96773	4.6682	3.37887	4.52791
GUSB	11.1359	11.4997	11.7371	9.87856	11.6192
GXYLT1	3.09447	3.52155	2.68986	2.92834	2.6165
GXYLT2	0.19972	0.751387	0.205416	0.442513	0.26327
GYG1	70.7309	62.9205	63.9136	64.9123	67.5337
GYLTL1B	0.100838	0.126956	0.155125	0.0371852	0.033283
GYPC	26.08	21.8089	33.0168	29.1004	22.1128
GYS1	14.3229	17.549	18.0305	19.5819	19.0002
GYS2	0.315751	0.220813	0.431822	0.853923	0.416843
GZF1	6.94056	8.92939	7.06617	7.51014	7.22357
H3F3A	222.157	219.015	244.293	219.274	233.079
H3F3B	198.929	207.838	237.992	193.167	206.245
H6PD	16.7765	22.9627	19.8285	13.0013	16.4812
HAAO	1.26452	2.23511	2.76983	5.36487	3.01404
HABP2	0.200384	0.447922	1.71419	1.62642	1.05768
HABP4	139.195	108.55	137.794	141.299	132.832
HACD1	6.58543	3.89082	5.90106	3.57845	4.55501
HACD2	24.9618	20.6767	30.9291	25.5822	28.6073
HACD3	86.5894	105.874	79.6784	107.277	92.3377
HACD4	0.994093	0.825508	3.49481	2.05285	0.78289
HACE1	5.29243	7.86095	5.6922	5.78643	5.22457
HACL1	18.6974	19.1999	18.5096	13.484	17.4011
HADH	84.4835	112.424	96.6924	97.3087	76.521
HADHA	85.4432	77.5332	86.0767	91.9359	76.3969
HADHB	204.9114	165.5874	244.0134	225.8113	210.5317
HAGH	236.99	218.901	228.426	248.196	241.011
HAL	0.583094	0.538016	2.33328	2.66687	1.84713
HAMP	0.867314	4.35817	3.63079	8.75135	8.96888
HAND1	0	0	0	0	0
HAND2	2.32493	1.29255	3.20024	2.55279	0
HAO1	0.499826	0.334299	1.64507	2.73171	1.84482
HAO2	0	0.0989661	0.366191	0.350408	0.390448
HAPLN1	0.650568	1.09082	1.33554	1.34402	0.987294
HAPLN2	119.38	57.604	118.726	155.739	120.558
HAPLN4	40.7984	32.5548	27.5774	23.1862	30.466
HARS	111.66082	116.652234	111.495883	138.606269	129.094062
HAS1	0.685581	0.313576	0.447743	0	0.4524
HAS2	0.118398	0.132617	0	0.116392	0
HAS3	18.51476	21.66683	21.88415	24.30715	24.28267
HAT1	13.5585	13.146	16.7644	16.7631	15.126
HAUS1	15.7211	12.5442	19.6819	15.2694	13.2907
HAUS2	33.9522	26.8474	32.8019	26.3608	34.6663
HAUS3	2.81708	4.36539	4.33639	4.06623	5.05161
HAUS4	15.1983	13.6462	16.9387	20.0946	20.7026
HAUS5	6.97145	7.11486	6.19917	7.71407	7.13143
HAUS6	2.83514	3.24849	3.32039	3.58316	3.42861
HAUS7	14.5849	18.5263	17.8981	19.5714	21.1011
HAUS8	4.09902	3.42316	4.21936	4.4587	3.15053
HAX1	100.60433	100.15981	102.19838	99.39899	91.32324
HBE1	0	0	0.442288	0	0
HBEGF	16.3572	9.6836	12.4801	13.8737	8.3228
HBM	9.73064	8.51165	13.9112	31.3532	23.685
HBP1	14.3153	13.29961	14.6573	13.47931	12.70501
HBZ	1.37361	0.191106	0.711792	0.167247	0
HCAR1	1.84165	14.8017	25.7125	1.36075	0.379137
HCFC1	19.3014	23.2729	18.4001	22.9685	25.8734
HCFC1R1	277.85213	310.34476	314.3739	287.84732	255.56475
HCFC2	8.25804	7.80466	7.54826	10.6487	8.2869
HCK	0.762874	0.575092	0.548489	1.1824	0.855408
HCLS1	1.81849	2.35283	2.29314	2.62378	2.39842
HCN1	5.51456	5.6142	5.28385	4.4251	4.785
HCN2	378.542	300.392	357.06	386.193	333.789
HCN3	20.8193	25.875	20.0885	22.5311	23.4867
HCN4	1.41127	1.1835	1.07046	1.35804	1.41719
HCRT	1.56703	32.3981	0.540344	0	0.676887
HCRTR1	9.53142	5.69859	5.50959	6.34544	6.56563
HCRTR2	1.84742	5.62355	3.27897	6.07514	4.76221
HCST	1.25754	0	0	1.79683	0
HDAC1	21.7136	24.3568	19.4945	18.3232	22.1342
HDAC10	4.89186	5.5934	6.61702	6.02687	6.35136
HDAC11	235.184	165.642	214.153	213.87	241.328
HDAC2	44.0626	46.8833	37.1636	51.815	44.0941
HDAC3	44.2325	49.452	44.3779	38.3055	39.4271
HDAC4	17.4265	17.2364	13.4184	15.273	14.5298
HDAC5	119.26	120.878	112.517	125.086	129.295
HDAC6	6.5142	8.64571	7.50704	9.11417	8.46646
HDAC7	11.7085	11.9509	10.6008	11.6583	10.75
HDAC8	11.11928	10.51672	8.82873	11.45413	13.55016
HDAC9	4.2311731	4.059764	5.145165	3.620606	5.584494
HDC	0.98603	14.9378	6.23757	22.4253	0.180782
HDDC2	45.4204	27.1128	38.9347	34.0102	31.5644
HDDC3	55.5482	54.9223	67.7201	65.228	55.8592
HDGF	254.811	299.865	286.306	276.356	288.63
HDHD1	151.81	249.896	234.463	125.813	178.856
HDHD2	133.531	127.805	162.894	124.398	131.465
HDHD3	22.6448	23.4091	13.7678	22.8771	16.2518
HDLBP	133.167	127.73496	133.47	145.78276	136.75
HDX	0.466693	0.605761	0.34793	0.250268	0.616308
HEATR1	2.84865	2.84411	2.43477	3.58367	3.20438
HEATR3	25.8864	37.1161	27.1565	33.2163	36.4327
HEATR4	12.7135	10.5718	13.6133	9.42177	9.15424
HEATR5A	5.82556	5.21624	4.83639	6.74848	5.62495
HEATR5B	17.6096	21.5554	16.1821	16.8934	21.8941
HEATR6	3.7635	4.35071	3.6141	3.96598	3.41831
HEATR9	0	0	0	0.0561692	0
HEBP1	68.4486	86.9939	63.9442	88.078	85.1385
HEBP2	1.69265	4.21236	1.53144	5.14197	1.66548
HECA	3.27779	4.88694	3.4495	3.06859	3.21625
HECTD1	20.0045	23.7538	20.3769	25.4382	23.6976
HECTD2	2.16623	2.5928	2.31557	3.36483	2.76908
HECTD3	41.3293	47.5586	43.3251	44.3172	51.2377
HECTD4	41.3746	51.4038	37.8503	48.5451	51.3467
HECW1	1.8179	1.62364	0.735354	1.22391	1.12697
HECW2	1.85786	2.02947	2.06136013	1.80801103	2.3549547
HEG1	3.54994	2.77433	2.94642	3.1928	1.89906
HELB	1.98899	1.96388	2.03762	1.65232	2.12706
HELLS	3.37754	3.505989	4.24256179862	2.83286	3.90282
HELT	0	0	0	0	0
HELZ	5.28452	3.91747	4.22341	4.08225	3.90724
HELZ2	8.9447	9.95408	8.36352	7.45471	9.5108
HEMGN	1.23584	1.51066	2.15046	4.14183	2.9453
HEMK1	13.885	16.5039	19.5052	11.4772	17.6726
HENMT1	0	0	0	0.076661	0
HEPACAM	87.8645	58.1427	82.901	102.285	90.2454
HEPACAM2	1.00768	1.12471	0.949176	0.929869	0.7772129
HEPH	0	0	0	0	0
HEPHL1	0.058969	0.0991553	0	0.0434652	0
HERC1	31.4573	31.0441	26.7917	30.5548	35.7012
HERC2	28.0791651626	31.54506198	25.37136187	29.2854949	31.82973182
HERC3	19.5043	19.1766	19.7139	17.809	23.2102
HERC4	9.17081	10.8089	10.8925	11.1616	10.8274
HERC5	0.293877	0.185199	0.489372	0.270821	0.07278
HERPUD1	148.862	170.158	148.563	168.18085	184.644214
HERPUD2	113.773	111.872	131.341	114.901	124.323
HES1	10.9467	9.82682	11.8114	15.0554	7.5314
HES3	4.49162	10.9853	9.29916	5.69943	6.70418
HES6	55.6126	73.0696	44.4575	26.0316	35.4645
HES7	1.5657	0.742188	0.231537	0.329056	0.440038
HESX1	0	0.212602	0.264841	0.376842	0.502246
HEXA	27.40652	28.14083	27.4834	34.5545	26.61576
HEXDC	31.3347	33.8973	33.6903	29.8837	33.1065
HEXIM1	60.6369	69.0307	54.2013	61.6596	58.8693
HEXIM2	37.9595	43.0118	52.8084	35.0849	35.9773
HEY1	12.396	17.15179	15.1496	13.1645	14.536977
HEY2	5.23607	2.56812	3.06239	3.33282	3.86875
HEYL	4.4257	6.37112	4.4219	2.67584	3.53153
HFE	0.258783	0.794154	1.68436	0.127368	0.227514
HFE2	0.755976	1.10652	0.58297	1.67473	2.36714
HFM1	0	0	0	0	0.0614461
HGD	1.19428	1.58954	4.97705	6.58385	5.8396
HGF	0	0.122489	0.304895	0.0358699	0.0321092
HGFAC	0.577615	0.578774	0.832481	1.53644	1.21765
HGH1	33.9232	28.7942	34.3514	25.1397	29.0445
HGS	107.198	108.979	100.593	101.266	114.53
HGSNAT	148.808	391.677	220.837	310.306	295.745
HHAT	9.98116	11.2327	10.5732	6.96418	7.6117
HHATL	21.6376	16.8963	22.6492	16.4337	18.1676
HHEX	1.46546	1.21921	2.18358	1.56225	2.03409
HHIP	5.48589	3.40181	4.25739	3.86361	5.41593
HHIPL1	4.44982	5.21653	4.03858	2.86163	6.17487
HHIPL2	0.154203	0.215697	0.0527183	0.0379104	0.475022
HHLA1	0	0	0	0	0
HHLA2	0	0	0	0.0493897	0
HIAT1	26.7221	33.42	30.9554	31.1919	26.4395
HIATL1	43.5196	39.7688	40.1856	42.1773	46.7308
HIBADH	72.5197	71.4891	97.6843	82.819	79.9927
HIBCH	20.1642	14.1922	26.433	29.7127	18.3025
HIC1	3.87673	3.72959	6.48721	3.54963	4.54649
HIC2	1.21984	2.1363	1.30562	1.72121	1.96044
HID1	112.455	121.666	115.79	116.993	119.765
HIF1A	19.0613	17.2227	24.2041	18.3009	17.2862
HIF1AN	39.2961	29.8968	29.1036	39.6903	37.343
HIF3A	0.9029	0.858215	1.17358	0.932529	0.278061
HIGD1A	421.445	347.763	460.728	392.873	387.228
HIGD1B	43.3639	19.6828	34.9676	22.9972	21.6777
HIGD1C	0	0	0	0	0
HIGD2A	255.804	343.071	311.82	276.404	225.011
HILPDA	17.1742	9.72305	4.1275	13.4861	11.2104
HINFP	21.3278	31.2844	23.7976	28.1035	23.5613
HINT1	333.232	349.439	340.89	326.01	288.602
HINT2	141.152	146.754673	148.958	117.255	104.605709
HINT3	64.189	64.2173	99.1941	55.7426	69.6791
HIP1	33.5614	30.8888	28.3563	33.5844	27.0521
HIP1R	68.3806	68.147	80.839	75.4166	73.3067
HIPK1	8.42411	9.17513	8.2959	9.96287	7.89675
HIPK2	9.42809	6.369	9.37684	8.68853	7.55828
HIPK3	4.79099	5.05218	4.9058	4.63304	4.41608
HIPK4	0	0	0	0	0.0395728
HIRIP3	33.0567	39.1684	35.7893	36.245	35.1434
HIVEP1	10.6086	12.9756	11.3003	12.5459	13.7519
HIVEP2	8.20379	8.33175	7.17303	8.63581	9.17826
HIVEP3	4.32363	7.18926	4.85329	4.06495	4.74612
HJURP	2.12744	1.41664	1.79808	1.1541	2.3535
HK1	192.55	181.891	185.512	224.653	211.906
HK2	12.1609	8.10614	13.8637	14.552	8.95878
HK3	0.188707	0.570778	0.116034	0.389553	0.423711
HKDC1	0.0381047	0.416185	0	0.140466	0.301965
HKR1	2.76118	3.70487	2.70764	2.67081	2.79388
HLCS	4.7754	4.48688	5.27059	5.74256	4.21438
HLF	4.10601	5.45493	3.24957	3.65512	4.85654
HLTF	13.453	16.8081	13.6477	18.2015	13.0555
HLX	0.495952	0.346004	0.254793	0.305091	0.327058
HM13	32.8344	35.12688	30.4425	32.881176	33.5
HMBOX1	13.84792	10.72013	15.75915	15.94402	15.75346
HMBS	18.9475	16.9492	18.0016	18.9685	21.3473
HMCES	15.3497	22.4106	15.1174	12.3448	16.7197
HMCN1	0.55401	0.564083	1.12721	0.887917	0.929662
HMCN2	1.34016	1.20289	0.616239	1.40598	2.01341
HMG20A	22.2951	32.6057	22.2888	26.7227	27.028
HMG20B	48.0863	38.6013	54.8554	41.1061	37.98
HMGA1	425.00552	527.305	420.22291	292.738	366.45492
HMGB1	127.854	119.341	144.113	130.399	126.604
HMGB2	32.0882	26.9554	34.3917	40.0418	34.5431
HMGB3	59.6018	56.2503	52.1588	48.1306	55.9737
HMGB4	0	0	0	0	0
HMGCL	36.0479	34.3727	57.832	45.2091	33.4175
HMGCLL1	8.61254	8.87523	7.94336	11.1559	10.4644
HMGCR	25.0844	38.5174	26.3702	34.4046	31.4881
HMGCS1	83.5112	98.3292	97.4795	117.327	104.457
HMGCS2	1.50045	1.604093	2.482541	9.85571	4.615323
HMGN1	118.495	171.822	146.068	125.859	147.351
HMGN2	115.421	163.685	149.309	123.087	148.374
HMGN3	14.1333	19.3496	14.2313	14.3658	13.1381
HMGN5	46.617	41.1554	57.7246	49.0846	52.1139
HMGXB3	27.203	36.6556	30.979	31.022	29.2465
HMGXB4	11.3748	13.9674	8.60303	7.91535	11.6473
HMHA1	1.46105	1.50975	1.55903	1.81735	2.3524
HMMR	0.403353	0.338549	0.723915	0.483407	0.499245
HMOX1	12.3054	9.32848	18.9475	16.7843	12.5986
HMOX2	139.556	127.696	131.143	135.496	139.613
HMX2	0	5.33172	0.642458	0	0
HMX3	0	2.91574	0.387484	0.0695724	0
HN1	85.347	105.989	66.8544	63.1284	84.0259
HN1L	7.35301	12.234	11.442	10.3556	6.98477
HNF1A	0.227377102917	0	0	0.167725386467	0.1500670578329
HNF1B	0	0	0	0	0
HNF4A	0.166622	0.3532320121886	1.29836	1.55524	1.1123
HNF4G	0.730589	0.119591	0.146547	0.604635	0.104399
HNMT	18.8671	22.5793	20.0718	20.0903	24.6061
HNRNPA0	76.118	100.515	87.8002	83.1215	81.0928
HNRNPA1	238.5478	312.3432	321.6736	312.0461	332.1072
HNRNPA2B1	161.345	225.409	190.307	188.005	216.536
HNRNPA3	107.1704	131.1412	152.3913	134.0504	141.9947
HNRNPAB	227.257	261.643	232.331	236.188	224.48
HNRNPC	87.0596	107.105	100.833	114.323	90.6253
HNRNPD	178.432	169.138	176.053	172.969	171.587
HNRNPDL	209.253	191.001	195.721	186.509	174.728
HNRNPF	76.1901	84.4203	83.4877	93.7383	81.1785
HNRNPH1	144.266	185.652	167.432	171.099	179.025
HNRNPH2	35.9636	32.9569	42.1048	41.6079	41.57358
HNRNPH3	161.0986	159.9218	191.4636	199.5755	190.305
HNRNPK	156.782	202.895	186.836	224.689	204.854
HNRNPL	126.244	123.686	116.189	117.804	134.604
HNRNPLL	23.0679	20.9822	23.0441	19.7867	20.5648
HNRNPM	66.1189	83.5563	73.933	90.4071	81.0712
HNRNPR	25.091328	28.68945	28.015491	30.12582	29.52167
HNRNPU	87.3848	92.7686	107.5978	100.3569	97.2404
HNRNPUL1	28.11284	36.45234	31.63823	30.18658	35.221521
HNRNPUL2	224.881	204.916	217.294	224.603	231.192
HOMER1	4.51555	5.74913	5.28842	4.83559	4.26883
HOMER2	7.52519	14.6231	15.912	7.79069	9.23943
HOMER3	13.3338	19.5561	12.0558	5.65431	6.03407
HOMEZ	6.87362	7.68075	5.98789	6.81412	7.05402
HOOK1	1.80392	2.19198	0.924867	1.40034	1.75505
HOOK2	15.0359	13.38427	12.96134	15.04409	12.64733
HOOK3	2.60548	3.65883	3.25416	3.88565	2.91586
HOPX	1958.3	1443.47	2474.95	2337.02	1719.94
HORMAD1	0	0	0	0	0
HORMAD2	0.429581	0	0	0.211526	0
HOXA1	0	0	0.328738	0	0
HOXA10	0	0	0	0	0.100987
HOXA11	0	0	0	0	0
HOXA13	0	0.178575	0	0	0
HOXA2	0	0	0.126428	0.0454444	0
HOXA3	0.0817503	0	0.544662	0.0301382	0
HOXA4	0	0.244417	2.12943	0	0
HOXA5	0.135882	0	0.209247	0.0501328	0.0448248
HOXA6	0	0	0	0	0
HOXA7	0	0.116988	0	0	0
HOXA9	0.332294	0	0	0	0
HOXB1	0	0	0	0	0
HOXB13	0	0	0.496182	0	0
HOXB2	0.116801	0	0.601253	0.0863054	0
HOXB3	0	0.0934235	0.805848	0	0
HOXB4	0	0	2.95713	0.26163	0
HOXB5	0.052249	0	0	0	0
HOXB6	0.336039	0.140962	0.229829	0.289188	0.628402
HOXB7	0	0	0	0	0
HOXB9	0	0	0	0	0
HOXC10	0.107546	0	0	0	0
HOXC11	0.103111	0	0	0	0
HOXC12	0	0	0	0	0
HOXC13	12.4741	18.8831	6.71925	2.90039	5.45363
HOXC4	0.356025	0.148027	1.10282	0	0
HOXC5	0.912927	0	5.43315	0	0
HOXC6	0	0	0	0	0
HOXC8	0	0	0	0	0
HOXC9	17.7586	10.0006	20.2543	24.3851	16.7558
HOXD1	0.786479	0	0	0	0.310257
HOXD10	0	0	0	0	0
HOXD11	0	0	0	0	0
HOXD12	0	0	0	0	0
HOXD13	0	0	0	0	0
HOXD3	0.0483658	0	0.29758	0	0
HOXD4	0	0	0.121758	0.0873831	0
HP	21.3045	11.3796	32.9726	44.3538	41.6148
HP1BP3	28.4465	38.2277	36.5756	34.6648	36.1819
HPCA	482.706	665.273	496.822	608.971	518.853
HPCAL1	226.18	258.905	215.605	236.063	268.592
HPCAL4	112.999	185.853	114.47	133.259	125.193
HPD	12.1187	10.0408	24.6129	44.2174	28.9157
HPDL	0.888533	0.742192	0.914468	0.574383	1.3172
HPGD	5.81439	3.00641	3.243793	6.70582336864	6.52308
HPGDS	17.7597	24.9553	18.912	22.3959	29.4446
HPN	10.1647	8.44545	11.4211	11.4887	7.90843
HPRT1	136.743	145.897	139.361	154.167	171.206
HPS1	3.73727	2.13453	3.46049	2.75643	2.36416
HPS3	9.879311	7.86119	8.74218	9.83293	10.70860160613
HPS4	29.7961	35.9492	24.29	27.744	29.1693
HPS5	8.73026	8.79698	8.3199	9.34998	6.51017
HPS6	4.79061	4.7367	4.29006	4.59716	4.09984
HPSE2	0.0764716	0.384315	0.864001	0.338646	0.0504393
HPX	8.64174	7.16147	21.8942	26.9089	27.6452
HR	18.3347	22.9449	17.4923	12.609	16.1877
HRAS	111.81	145.809	111.265	97.4178	112.355
HRASLS	6.02139	12.6992	10.6123	11.9258	14.189
HRASLS5	0	0	0	0	0
HRC	4.29232	2.08231	2.74903	3.68019	2.90964
HRCT1	10.5461	4.4423	4.72798	6.00945	2.93922
HRG	1.06242	0.890281	5.67255	7.63102	4.48562
HRH1	0.874278	3.24664	2.5636	2.48793	2.76095
HRH2	58.1312	63.3583	60.7381	43.274	42.9169
HRH3	83.9594	173.265	91.423	77.5447	81.4521
HRH4	0	0	0	0	0
HRSP12	346.312	268.493	360.031	388.651	311.973
HS1BP3	27.1752	35.4849	30.5589	31.5509	26.3336
HS2ST1	8.87237	11.0388	9.44603	10.7818	9.79687
HS3ST1	14.2821	29.9863	23.9397	11.9559	13.734
HS3ST2	6.96095	9.89375	21.0688	6.97704	8.19284
HS3ST4	56.6375	51.6818	64.2368	64.3158	70.5874
HS3ST5	2.56103	2.15146	3.02866	2.81782	2.39369
HS3ST6	0.320824	0.714859	0.660218	0.236993	0.422812
HS6ST1	97.8188	121.35	92.5096	106.895	100.471
HS6ST2	6.80354	10.74935	8.21088	8.52077	9.01347
HS6ST3	8.28609	21.8575	19.5514	16.1128	14.2166
HSBP1	1555	1507.78	1559.28	1278.32	1410.44
HSCB	21.6687	19.0015	16.9594	18.8078	15.4164
HSD11B1	8.8851	3.25919	10.4026	4.33907	0.39638
HSD11B2	0	0	0.259794	0.186405	0.166089
HSD17B1	1.0839	0.676714	0	1.19811	0.531967
HSD17B10	67.7505	74.7482	74.261332	79.6837	71.166
HSD17B12	58.1117	46.1924	73.6001	80.2607	68.5569
HSD17B14	0	0.185548	0.114309	0.246164	0.365888
HSD17B2	6.10715	7.14709	4.60681	6.01427	7.58032
HSD17B3	0	0	0	0	0
HSD17B4	59.8924	61.3747	72.093	81.1558	73.0057
HSD17B7	31.7787	36.9033	30.7726	32.7898	35.6599
HSD17B8	11.885	10.8421	15.0175	9.71846	12.0102
HSD3B7	12.7226	11.1711	11.5613	13.2427	16.3893
HSDL1	116.272	98.5863	92.0421	113.018	118.832
HSDL2	77.5396	70.646	87.7503	102.016	72.2284
HSF1	59.6739	66.8445	61.3567	52.0564	63.9599
HSF2	12.16307	23.9058	17.16741	19.76331	17.07485
HSF2BP	44.2865	28.1073	14.5942	24.9041	29.4996
HSF4	1.83329	7.37293	2.51994	1.01555	2.41204
HSF5	0	0	0	0	0
HSH2D	0.954961	1.705	1.26525	1.51197	2.69381
HSP90AA1	851.25033	912.977457521	854.0536	1365.66	994.919000367007
HSP90AB1	720.467	952.599681	704.36942	1061.373505	810.54275
HSP90B1	137.779	204.574	149.165	231.376	167.81
HSPA12A	29.2433	30.7213	29.8872	28.5667	34.7735
HSPA12B	11.608	6.95855	9.19511	8.02642	7.76505
HSPA13	8.08244	14.3231	17.216	14.1401	13.8901
HSPA14	23.0523	29.5309	22.1379	27.3428	16.6867
HSPA2	2.2241	2.536474	2.1668327	2.00103	2.34008
HSPA4	134.2548	156.6675	146.5931	178.6613	161.8844
HSPA4L	70.8334	80.7385	65.0614	78.2338	78.6405
HSPA5	92.2927	157.358	87.3236	168.739	120.238
HSPA8	885.915	1076.88	832.59744	1449.391278	1122.25
HSPA9	162.766	168.838	174.888	204.329	176.528
HSPB1	16.007	15.3229	14.519	4.70886	11.2827
HSPB11	35.7848	25.6999	43.6222	40.6673	27.9095
HSPB2	7.41704	2.97643	9.26944	2.26105	4.85505
HSPB3	1.67638	1.04966	0	0.306363	1.36092
HSPB6	219.728	158.324	161.533	151.222	171.057
HSPB7	41.0872	28.647	35.8621	34.9997	13.5025
HSPB8	191.161	195.009	206.734	196.331	121.891
HSPB9	0	0	0.40255	0.285583	0.252426
HSPBAP1	6.01114	6.17437	5.26975	7.09932	6.2373
HSPBP1	151.068	152.398	148.096	142.857	157.34
HSPD1	72.04459	83.2201	75.90925	102.3333	84.576024
HSPE1	79.7301	41.493	77.6848	89.7573	60.9082
HSPG2	1.34374	1.05432	1.62786	1.09922	1.26693
HSPH1	39.852286	61.0407400241358	37.823051	64.67187657	48.68270844148
HTATIP2	12.9775	12.2632	10.7322	8.98129	11.3981
HTATSF1	9.07187	9.38884	10.6807	10.9026	11.0591
HTR1A	3.08022	5.15626	4.48436	7.3273	8.80134
HTR1B	2.31866	2.74692	3.47716	4.06671	2.1652
HTR1D	9.38184	6.70832	9.11564	6.00587	10.6479
HTR1E	1.24799	1.42125	0.934253	1.34118	0.597958
HTR1F	0.339147	0.0944149	0.930897	0.668191	0.595832
HTR2A	2.38647	4.57194	3.43002	2.41503	2.47419
HTR2B	0.0805563	0.0674519	0	0	0
HTR2C	11.1685	18.628	6.9031	8.12085	14.6742
HTR3A	0	0	0	0	0
HTR3B	0	0	0	0	0
HTR4	0.999696	1.59674	0.84082	1.20787	1.01858
HTR5A	10.5131	14.9821	7.29306	8.78081	10.0878
HTR6	2.38757	6.21577	3.90827	1.17519	2.79859
HTR7	34.3021	28.0267	31.5473	41.9074	60.0772
HTRA1	934.433	688.664	1047.83	956.269	804.849
HTRA2	126.874	115.363	126.928	133.888	116.049
HTRA3	17.7481	11.5144	19.7936	19.7688	13.6031
HTRA4	1.54031	0.816533	0.865883	4.65429	4.51517
HTT	28.0712	32.0706	26.5442	29.4552	30.3673
HUNK	8.07643	11.2417	8.04664	9.62763	8.14964
HUS1	19.1448	17.27	24.6249	20.5127	24.6735
HUWE1	17.1907	20.9284	17.8055	21.3429	20.915
HVCN1	15.8569	20.0663	16.1881	10.5519	15.5165
HYAL1	0.867334	2.75836	3.92211	2.17714	1.02941
HYAL2	6.65641	9.85525	8.4234	5.1532	5.46048
HYAL3	7.79378	10.9435	10.9826	9.02411	8.87952
HYAL4	0	0	0	0	0
HYI	28.88276	49.6291	24.88253	24.8795	25.26284
HYKK	0.555333	1.02051	2.17186	0.902602	1.53673
HYLS1	11.5333	12.0674	10.0012	12.5694	15.1788
HYOU1	38.9053	58.1532	39.2526	59.1759	55.1035
HYPK	296.318	256.227	249.977	289.456	228.477
IAH1	37.5276	39.5483	65.8323	44.6153	56.5484
IAPP	1.01627	0	0	2.16629	0
IARS	15.8334	22.0776	16.2437	19.906	17.5219
IARS2	33.6127	42.4597	41.7896	47.3415	47.1075
IBA57	8.54499	10.1461	8.17951	7.02611	8.56139
IBSP	0.143844	0	0.444565	0	0.283907
IBTK	4.5534	5.1507	5.99745	5.26136	5.88559
ICA1	32.35606	30.06669	28.21436	33.74055	29.98186
ICA1L	4.07726	3.48111	3.53163	4.24882	2.84717
ICAM1	1.36095	0.540175	1.10326	1.05719	1.22856
ICAM2	3.84076	4.58451	11.2017	11.71	19.4245
